image,marked,count,left_margin_x,green_margin_x
er_posttest_lab_942.png,"[(782, 2145), (382, 2230), (622, 2227), (301, 2150), (465, 2308), (271, 169)]",6,69,193
er_posttest_lab_944.png,"[(212, 2187), (614, 2107), (615, 2188), (295, 2107), (373, 2266), (299, 119)]",6,49,100
er_posttest_lab_947.png,"[(802, 2171), (723, 2093), (163, 2098), (242, 2177), (404, 2257), (364, 110)]",6,57,132
er_posttest_lab_948.png,"[(795, 2099), (313, 2259), (715, 2177), (313, 2101), (236, 2180), (317, 112)]",6,67,121
er_posttest_lab_951.png,"[(229, 2095), (548, 2090), (389, 2170), (309, 2252), (453, 104), (547, 2171)]",6,41,121
er_posttest_lab_955.png,"[(655, 2231), (175, 2311), (255, 2234), (254, 2153), (734, 2151), (244, 170)]",6,47,144
er_posttest_lab_957.png,"[(308, 2180), (706, 2099), (421, 112), (307, 2260), (148, 2103), (550, 2183)]",6,60,116
er_posttest_watrin_1001.png,"[(299, 2186), (299, 2265), (298, 2108), (698, 2186), (619, 2105), (1270, 100), (304, 116)]",7,50,109
er_posttest_watrin_1003.png,"[(805, 2103), (323, 2183), (323, 2263), (323, 115), (566, 2185), (166, 2104)]",6,71,131
er_posttest_watrin_1006.png,"[(196, 2108), (437, 2187), (356, 2266), (758, 2104), (598, 2185), (463, 119)]",6,106,171
er_posttest_watrin_1007.png,"[(181, 2101), (341, 2177), (423, 2259), (392, 111), (820, 2177), (741, 2099)]",6,85,150
er_posttest_watrin_1008.png,"[(309, 2183), (789, 2103), (389, 2263), (788, 2181), (148, 2107), (361, 116)]",6,55,121
er_posttest_watrin_1009.png,"[(862, 2228), (781, 2149), (460, 2309), (298, 2152), (219, 2230), (286, 169)]",6,87,189
er_posttest_watrin_1011.png,"[(367, 2098), (287, 2180), (767, 2171), (687, 2093), (345, 110)]",5,95,175
er_posttest_watrin_1012.png,"[(631, 2109), (311, 2270), (151, 2109), (555, 2188), (415, 121), (310, 2187)]",6,56,125
er_posttest_watrin_1018.png,"[(735, 2175), (337, 2176), (335, 2254), (575, 2096), (253, 2096), (502, 110)]",6,91,142
er_posttest_watrin_1021.png,"[(644, 2225), (244, 2233), (322, 2152), (485, 2307), (291, 167), (805, 2145)]",6,92,213
er_posttest_watrin_1026.png,"[(623, 2185), (623, 2104), (303, 2264), (145, 2107), (410, 118), (308, 2181)]",6,53,113
er_posttest_watrin_1029.png,"[(404, 2264), (802, 2181), (723, 2101), (160, 2188), (159, 2109), (369, 115)]",6,61,130
er_posttest_watrin_1030.png,"[(460, 2308), (382, 2230), (303, 2151), (781, 2150), (616, 2229), (286, 169)]",6,87,189
er_posttest_watrin_1031.png,"[(157, 2183), (158, 2104), (418, 113), (639, 2099), (319, 2259), (716, 2176)]",6,59,128
er_posttest_watrin_1032.png,"[(851, 2170), (451, 2175), (208, 2101), (767, 2090), (209, 2260), (401, 107)]",6,93,176
er_posttest_watrin_1033.png,"[(329, 2186), (249, 2265), (571, 2108), (248, 2108), (811, 2183), (495, 118)]",6,83,136
er_posttest_watrin_1034.png,"[(555, 2107), (236, 2105), (315, 2264), (317, 2186), (717, 2188), (483, 116)]",6,69,126
er_posttest_watrin_1037.png,"[(742, 2176), (343, 2098), (423, 2257), (823, 2095), (341, 111), (265, 2180)]",6,89,156
er_posttest_watrin_1039.png,"[(651, 2175), (251, 2177), (332, 2097), (651, 2095), (335, 2257), (332, 110)]",6,79,143
er_posttest_watrin_1040.png,"[(320, 2179), (322, 2255), (239, 2101), (719, 2176), (635, 2097), (479, 110)]",6,67,127
er_posttest_watrin_1041.png,"[(615, 2228), (455, 2308), (775, 2149), (295, 2151), (457, 2230), (275, 169)]",6,78,184
er_posttest_watrin_1042.png,"[(242, 2183), (721, 2180), (323, 2104), (323, 2263), (322, 116)]",5,69,128
er_posttest_watrin_1048.png,"[(685, 2224), (283, 2147), (764, 2147), (445, 2306), (206, 2227), (269, 167)]",6,69,174
er_posttest_watrin_1049.png,"[(267, 2157), (251, 173), (585, 2234), (350, 2236), (745, 2153), (428, 2314)]",6,53,153
er_posttest_watrin_1051.png,"[(715, 2179), (315, 2179), (155, 2259), (375, 111), (395, 2101), (715, 2098)]",6,67,124
er_posttest_watrin_1052.png,"[(164, 2111), (165, 2191), (646, 2108), (566, 2188), (326, 2269), (427, 119)]",6,69,137
er_posttest_watrin_1053.png,"[(704, 2097), (305, 2179), (784, 2176), (304, 2098), (305, 2253), (464, 111)]",6,53,115
er_posttest_watrin_1057.png,"[(321, 2107), (239, 2185), (639, 2107), (561, 2186), (321, 119), (237, 2267)]",6,68,132
er_posttest_watrin_805.png,"[(340, 2254), (659, 2174), (260, 2096), (340, 2176), (579, 2093), (497, 109)]",6,91,148
er_posttest_watrin_806.png,"[(710, 2183), (230, 2264), (310, 2185), (473, 117), (550, 2104), (151, 2104)]",6,63,117
er_posttest_watrin_807.png,"[(407, 2186), (409, 2264), (807, 2183), (724, 2104), (377, 115), (170, 2104)]",6,72,135
er_posttest_watrin_814.png,"[(629, 2185), (311, 2266), (549, 2105), (230, 2110), (310, 2186), (466, 115)]",6,53,121
er_posttest_watrin_821.png,"[(689, 2233), (208, 2315), (370, 2234), (770, 2152), (289, 2152), (280, 173)]",6,81,173
er_posttest_watrin_826.png,"[(239, 2180), (319, 2098), (638, 2179), (320, 2260), (315, 113), (634, 2097)]",6,60,126
er_posttest_watrin_827.png,"[(272, 2107), (673, 2187), (352, 2267), (593, 2105), (271, 2187), (517, 121)]",6,107,164
er_posttest_watrin_840.png,"[(181, 2183), (340, 2260), (181, 2104), (739, 2179), (657, 2098), (442, 112)]",6,87,153
er_posttest_watrin_843.png,"[(553, 2187), (794, 2107), (152, 2108), (314, 2187), (311, 2264), (428, 119)]",6,67,119
er_posttest_watrin_903.png,"[(459, 2235), (298, 2157), (280, 175), (776, 2155), (217, 2317), (698, 2233)]",6,80,186
er_posttest_watrin_904.png,"[(799, 2098), (238, 2182), (638, 2179), (319, 2101), (319, 2260), (314, 111)]",6,62,129
er_posttest_watrin_905.png,"[(316, 2267), (154, 2109), (317, 2189), (634, 2109), (555, 2186)]",5,61,126
er_posttest_watrin_909.png,"[(301, 2179), (621, 2098), (221, 2098), (541, 2177), (299, 2257), (416, 111)]",6,58,109
er_posttest_watrin_910.png,"[(791, 2179), (712, 2099), (152, 2101), (152, 2180), (364, 112), (394, 2260)]",6,61,124
er_posttest_watrin_912.png,"[(809, 2176), (730, 2098), (411, 2259), (170, 2099), (332, 2179), (379, 110)]",6,75,143
er_posttest_watrin_919.png,"[(320, 2185), (560, 2104), (717, 2182), (475, 115), (237, 2265), (235, 2104)]",6,65,130
er_posttest_watrin_923.png,"[(301, 2264), (297, 2107), (776, 2102), (538, 2182), (453, 115), (400, 115), (199, 2198)]",7,48,106
er_posttest_watrin_926.png,"[(295, 2151), (457, 2307), (693, 2225), (778, 2147), (275, 167), (377, 2228)]",6,79,186
er_posttest_watrin_927.png,"[(403, 2109), (801, 2186), (403, 2267), (321, 2188), (644, 2109), (371, 118)]",6,67,136
er_posttest_watrin_929.png,"[(544, 2189), (626, 2110), (145, 2191), (301, 2267), (145, 2110), (409, 118)]",6,52,116
er_posttest_watrin_930.png,"[(809, 2185), (331, 2187), (169, 2111), (412, 2266), (728, 2107), (379, 117)]",6,72,139
er_posttest_watrin_932.png,"[(418, 2314), (337, 2236), (255, 2157), (736, 2155), (249, 172), (657, 2234)]",6,49,150
er_posttest_watrin_934.png,"[(141, 2110), (383, 2269), (784, 2188), (303, 2188), (622, 2108), (356, 121)]",6,51,111
er_posttest_watrin_943.png,"[(815, 2099), (335, 2261), (335, 2102), (735, 2177), (254, 2182), (329, 115)]",6,79,146
er_posttest_watrin_945.png,"[(179, 2102), (341, 2180), (340, 2258), (659, 2097), (737, 2176), (446, 112)]",6,86,152
er_posttest_watrin_950.png,"[(725, 2104), (326, 2104), (245, 2185), (403, 2264), (723, 2185), (333, 113)]",6,79,130
er_posttest_watrin_952.png,"[(274, 2234), (436, 2312), (754, 2152), (275, 2157), (674, 2233), (255, 173)]",6,57,163
er_posttest_watrin_953.png,"[(418, 2241), (257, 2161), (737, 2162), (575, 2241), (419, 2319), (248, 178)]",6,51,152
er_posttest_watrin_954.png,"[(212, 2107), (209, 2265), (292, 2186), (692, 2189), (531, 2109), (467, 119)]",6,57,97
er_posttest_watrin_956.png,"[(745, 2149), (663, 2229), (345, 2227), (263, 2306), (350, 2152), (256, 167)]",6,57,157
er_pretest_lab_1.png,"[(643, 2146), (321, 2147), (482, 2305), (401, 2224), (533, 110)]",5,157,211
er_pretest_lab_1004.png,"[(415, 2229), (733, 2227), (253, 2147), (731, 2149), (495, 2309), (383, 110)]",6,165,221
er_pretest_lab_1015.png,"[(403, 2102), (482, 2181), (641, 2103), (320, 2260), (641, 2181), (434, 111)]",6,161,206
er_pretest_lab_1017.png,"[(401, 2156), (482, 2235), (803, 2156), (320, 2317), (723, 2235), (478, 115)]",6,155,211
er_pretest_lab_1036.png,"[(477, 2309), (718, 2152), (397, 2229), (319, 2150), (638, 2230), (542, 111)]",6,165,197
er_pretest_lab_1043.png,"[(401, 2308), (886, 2151), (400, 2151), (718, 2230), (241, 2229), (376, 111)]",6,161,207
er_pretest_lab_1047.png,"[(410, 2235), (651, 2155), (491, 2234), (327, 2155), (893, 2234), (249, 2234), (493, 2313), (340, 113)]",8,164,217
er_pretest_lab_1056.png,"[(495, 2230), (253, 2151), (734, 2229), (815, 2150), (489, 111), (332, 2311)]",6,167,219
er_pretest_lab_2.png,"[(248, 2161), (650, 2239), (649, 2161), (248, 2318), (333, 121), (329, 2241)]",6,159,216
er_pretest_lab_802.png,"[(639, 2230), (479, 2230), (400, 2151), (718, 2152), (316, 2309), (484, 110)]",6,161,203
er_pretest_lab_809.png,"[(723, 2150), (803, 2229), (403, 2149), (404, 2307), (325, 2227), (381, 110)]",6,160,205
er_pretest_lab_810.png,"[(500, 2320), (338, 2243), (499, 2162), (739, 2158), (524, 122), (818, 2239)]",6,147,227
er_pretest_lab_813.png,"[(895, 2228), (495, 2229), (334, 2151), (731, 2150), (494, 2305), (335, 111)]",6,163,219
er_pretest_lab_815.png,"[(328, 2180), (409, 2101), (812, 2101), (649, 2179), (489, 2257), (431, 110)]",6,161,215
er_pretest_lab_818.png,"[(413, 2321), (332, 2243), (897, 2241), (331, 2164), (817, 2162), (333, 124)]",6,159,221
er_pretest_lab_819.png,"[(249, 2153), (491, 2231), (811, 2151), (730, 2230), (413, 2311), (482, 113)]",6,159,222
er_pretest_lab_823.png,"[(412, 2228), (250, 2150), (650, 2229), (493, 2306), (731, 2151), (386, 111)]",6,169,219
er_pretest_lab_825.png,"[(332, 2236), (893, 2153), (250, 2317), (332, 2157), (326, 117), (729, 2236)]",6,151,216
er_pretest_lab_829.png,"[(411, 2228), (412, 2149), (490, 2308), (813, 2228), (733, 2150), (377, 110)]",6,161,222
er_pretest_lab_831.png,"[(483, 2308), (404, 2229), (326, 2149), (725, 2150), (549, 112), (725, 2228)]",6,173,212
er_pretest_lab_832.png,"[(802, 2228), (482, 2149), (319, 2305), (481, 2227), (723, 2150), (538, 111)]",6,163,214
er_pretest_lab_833.png,"[(329, 2152), (331, 2231), (332, 111)]",3,159,217
er_pretest_lab_835.png,"[(483, 2151), (884, 2229), (403, 2309), (806, 2151), (483, 2231), (489, 109)]",6,165,211
er_pretest_lab_839.png,"[(646, 2180), (644, 2102), (487, 2258), (428, 111), (487, 2103), (484, 2180)]",6,157,217
er_pretest_lab_845.png,"[(889, 2151), (727, 2230), (326, 2312), (379, 112), (327, 2151), (407, 2228)]",6,160,214
er_pretest_lab_847.png,"[(335, 2230), (338, 2151), (338, 111)]",3,165,224
er_pretest_lab_848.png,"[(409, 2147), (730, 2224), (327, 2227), (335, 107), (410, 2305), (891, 2150)]",6,161,215
er_pretest_lab_849.png,"[(665, 2115), (506, 2275), (664, 2194), (422, 128), (505, 2194), (265, 2119)]",6,153,237
er_pretest_lab_851.png,"[(731, 2237), (411, 2320), (491, 2240), (409, 2161), (813, 2155), (467, 122)]",6,142,214
er_pretest_lab_852.png,"[(413, 2309), (334, 2231), (734, 2230), (254, 2151), (815, 2150), (338, 115)]",6,165,224
er_pretest_lab_854.png,"[(733, 2231), (813, 2152), (333, 2151), (250, 2230), (491, 2308), (542, 112)]",6,166,220
er_pretest_lab_906.png,"[(400, 2227), (801, 2227), (321, 2147), (536, 110), (317, 2308), (722, 2146)]",6,161,206
er_pretest_lab_911.png,"[(727, 2234), (325, 2234), (728, 2153), (329, 2153), (406, 2312), (337, 116)]",6,163,213
er_pretest_lab_914.png,"[(485, 2109), (646, 2189), (325, 2189), (484, 2269), (808, 2109), (428, 119)]",6,157,211
er_pretest_lab_916.png,"[(728, 2230), (407, 2151), (807, 2151), (245, 2233), (485, 2309), (483, 111)]",6,160,214
er_pretest_lab_921.png,"[(485, 2158), (807, 2158), (326, 2235), (724, 2235), (322, 2313), (481, 116)]",6,159,216
er_pretest_lab_924.png,"[(425, 115), (237, 2183), (802, 2107), (239, 2105), (482, 2263), (884, 2183)]",6,155,209
er_pretest_lab_935.png,"[(323, 2150), (484, 2228), (725, 2150), (239, 2306), (806, 2228), (548, 112)]",6,173,213
er_pretest_lab_936.png,"[(641, 2185), (641, 2105), (320, 2104), (482, 2263), (321, 2182), (430, 113)]",6,161,206
er_pretest_lab_937.png,"[(407, 2150), (809, 2151), (243, 2308), (889, 2231), (488, 2228), (489, 110)]",6,169,215
er_pretest_lab_938.png,"[(327, 2239), (332, 121), (249, 2161), (729, 2236), (730, 2161), (487, 2318)]",6,161,215
er_pretest_lab_940.png,"[(403, 2231), (723, 2153), (241, 2155), (484, 2312), (721, 2233), (375, 112)]",6,157,211
er_pretest_lab_941.png,"[(803, 2176), (803, 2099), (323, 2257), (401, 2097), (323, 2175), (431, 109)]",6,160,290
er_pretest_lab_942.png,"[(645, 2155), (644, 2234), (322, 2234), (401, 2313), (375, 116), (483, 2155)]",6,159,214
er_pretest_lab_944.png,"[(887, 2224), (728, 2144), (325, 2303), (243, 2145), (379, 106), (243, 2225)]",6,160,214
er_pretest_lab_947.png,"[(809, 2186), (649, 2105), (489, 2264), (328, 2185), (410, 2107), (433, 113)]",6,161,218
er_pretest_lab_948.png,"[(485, 2308), (647, 2150), (727, 2230), (484, 2229), (379, 109), (485, 2151)]",6,159,208
er_pretest_lab_951.png,"[(327, 2225), (488, 2149), (808, 2227), (646, 2149), (488, 2306), (385, 106)]",6,165,212
er_pretest_lab_955.png,"[(393, 2231), (795, 2153), (475, 2311), (397, 2151), (878, 2233), (482, 110)]",6,161,197
er_pretest_watrin_1001.png,"[(332, 2246), (250, 2326), (331, 2164), (733, 2241), (812, 2164), (325, 123)]",6,149,222
er_pretest_watrin_1003.png,"[(737, 2115), (338, 2197), (416, 2117), (500, 2275), (416, 128), (658, 2192)]",6,144,231
er_pretest_watrin_1006.png,"[(641, 2101), (481, 2179), (721, 2179), (481, 2259), (239, 2101), (429, 110)]",6,159,208
er_pretest_watrin_1007.png,"[(406, 2318), (488, 2237), (809, 2156), (241, 2161), (728, 2236), (469, 119)]",6,143,217
er_pretest_watrin_1008.png,"[(340, 2243), (742, 2237), (503, 2319), (742, 2159), (340, 2165), (325, 125)]",6,153,232
er_pretest_watrin_1009.png,"[(741, 2108), (501, 2269), (338, 2191), (259, 2113), (821, 2185), (434, 122)]",6,163,228
er_pretest_watrin_1011.png,"[(729, 2241), (809, 2161), (407, 2162), (488, 2320), (478, 123), (488, 2243)]",6,155,219
er_pretest_watrin_1012.png,"[(733, 2242), (495, 2324), (412, 2167), (814, 2164), (495, 2246), (467, 125)]",6,145,224
er_pretest_watrin_1018.png,"[(325, 2158), (887, 2158), (485, 2317), (326, 2240), (884, 2237), (329, 119)]",6,157,212
er_pretest_watrin_1021.png,"[(715, 2227), (394, 2225), (796, 2149), (393, 2305), (394, 2145), (481, 105)]",6,157,201
er_pretest_watrin_1026.png,"[(499, 2320), (899, 2237), (421, 2240), (739, 2159), (416, 2162), (370, 123)]",6,151,226
er_pretest_watrin_1029.png,"[(254, 2241), (417, 2159), (737, 2161), (335, 2319), (901, 2239), (542, 122)]",6,165,227
er_pretest_watrin_1030.png,"[(250, 2236), (813, 2155), (250, 2313), (250, 2156), (733, 2233), (370, 118)]",6,151,219
er_pretest_watrin_1031.png,"[(887, 2234), (325, 2236), (244, 2314), (807, 2156), (325, 2159), (535, 116)]",6,157,215
er_pretest_watrin_1032.png,"[(495, 2312), (332, 2152), (897, 2152), (250, 2231), (814, 2233), (544, 116)]",6,167,221
er_pretest_watrin_1033.png,"[(334, 2319), (657, 2239), (736, 2159), (496, 2159), (413, 2242), (385, 123)]",6,167,220
er_pretest_watrin_1034.png,"[(817, 2155), (734, 2233), (494, 2312), (253, 2152), (416, 2233), (491, 116)]",6,167,219
er_pretest_watrin_1037.png,"[(489, 2185), (727, 2185), (489, 2265), (325, 2108), (649, 2104), (418, 117)]",6,147,212
er_pretest_watrin_1039.png,"[(731, 2230), (493, 2233), (332, 2314), (812, 2151), (477, 113), (413, 2155)]",6,153,219
er_pretest_watrin_1040.png,"[(812, 2237), (410, 2164), (813, 2159), (412, 2242), (494, 2321), (471, 122)]",6,149,218
er_pretest_watrin_1041.png,"[(493, 2311), (411, 2231), (249, 2152), (893, 2149), (651, 2231), (371, 115)]",6,155,218
er_pretest_watrin_1042.png,"[(331, 2313), (331, 2237), (249, 2158), (733, 2157), (811, 2234), (337, 116)]",6,165,219
er_pretest_watrin_1048.png,"[(735, 2192), (413, 2116), (495, 2275), (494, 2194), (657, 2113), (413, 125), (1345, 100), (1477, 112)]",8,144,225
er_pretest_watrin_1049.png,"[(405, 2158), (487, 2236), (808, 2157), (245, 2315), (728, 2235), (482, 118)]",6,160,227
er_pretest_watrin_1051.png,"[(404, 2230), (321, 2152), (401, 2311), (807, 2152), (887, 2233), (484, 113)]",6,162,212
er_pretest_watrin_1052.png,"[(338, 2237), (501, 2315), (417, 2157), (741, 2235), (817, 2152), (338, 119)]",6,169,224
er_pretest_watrin_1053.png,"[(255, 2248), (898, 2239), (499, 2326), (333, 2169), (520, 129), (739, 2164)]",6,142,225
er_pretest_watrin_1057.png,"[(487, 2150), (487, 2307), (485, 2228), (886, 2151), (724, 2228), (545, 111)]",6,171,213
er_pretest_watrin_805.png,"[(736, 2229), (337, 2230), (417, 2311), (334, 112), (735, 2149), (416, 2155)]",6,161,224
er_pretest_watrin_806.png,"[(646, 2101), (404, 2099), (406, 2259), (429, 110), (323, 2181), (647, 2177)]",6,159,213
er_pretest_watrin_807.png,"[(483, 2147), (885, 2149), (483, 2307), (641, 2228), (320, 2228), (380, 106)]",6,161,208
er_pretest_watrin_814.png,"[(499, 2318), (255, 2164), (737, 2161), (418, 2240), (365, 124)]",5,147,225
er_pretest_watrin_821.png,"[(250, 2168), (893, 2161), (733, 2241), (331, 2247), (317, 125), (415, 2324)]",6,143,221
er_pretest_watrin_826.png,"[(421, 2162), (339, 2320), (821, 2159), (500, 2241), (739, 2241), (488, 123)]",6,167,223
er_pretest_watrin_827.png,"[(476, 2307), (395, 2228), (477, 2149), (797, 2229), (635, 2147), (539, 109)]",6,161,206
er_pretest_watrin_840.png,"[(806, 2227), (243, 2227), (485, 2305), (725, 2147), (325, 2149), (532, 109)]",6,153,207
er_pretest_watrin_843.png,"[(323, 2311), (806, 2233), (405, 2233), (323, 2153), (727, 2155), (333, 112)]",6,161,215
er_pretest_watrin_903.png,"[(740, 2239), (503, 2320), (501, 2164), (421, 2242), (821, 2161), (321, 127)]",6,147,228
er_pretest_watrin_904.png,"[(823, 2163), (256, 2321), (736, 2241), (418, 2162), (423, 2245), (483, 123)]",6,163,228
er_pretest_watrin_909.png,"[(328, 2231), (245, 2153), (809, 2151), (407, 2312), (729, 2229), (327, 115)]",6,155,215
er_pretest_watrin_910.png,"[(251, 2243), (655, 2240), (496, 2321), (735, 2163), (536, 121), (335, 2165)]",6,157,221
er_pretest_watrin_912.png,"[(722, 2102), (640, 2181), (481, 2259), (237, 2099), (429, 110), (320, 2177)]",6,160,208
er_pretest_watrin_919.png,"[(662, 2240), (422, 2242), (340, 2164), (503, 2321), (741, 2161), (526, 124)]",6,149,233
er_pretest_watrin_923.png,"[(375, 119), (484, 2110), (805, 2105), (422, 119), (727, 2187), (521, 118), (321, 2185), (467, 124)]",8,151,208
er_pretest_watrin_926.png,"[(655, 2104), (413, 2105), (813, 2181), (494, 2261), (334, 2185), (422, 115)]",6,153,223
er_pretest_watrin_927.png,"[(817, 2239), (737, 2161), (497, 2320), (495, 2165), (334, 2245), (365, 125)]",6,149,229
er_pretest_watrin_929.png,"[(328, 2158), (329, 2239), (811, 2158), (491, 2315), (729, 2240), (335, 118)]",6,163,218
er_pretest_watrin_930.png,"[(333, 2203), (734, 2116), (334, 2282), (411, 2120), (653, 2197), (410, 131)]",6,141,226
er_pretest_watrin_932.png,"[(238, 2153), (802, 2153), (400, 2309), (319, 2233), (373, 113), (884, 2233)]",6,153,211
er_pretest_watrin_934.png,"[(727, 2151), (323, 2229), (539, 111), (807, 2233), (241, 2308), (405, 2149)]",6,163,211
er_pretest_watrin_943.png,"[(743, 2191), (425, 2111), (907, 2108), (503, 2272), (346, 2197), (434, 123)]",6,163,234
er_pretest_watrin_945.png,"[(884, 2230), (484, 2228), (403, 2308), (322, 2152), (722, 2151), (379, 111)]",6,161,209
er_pretest_watrin_950.png,"[(254, 2247), (497, 2324), (657, 2164), (413, 2167), (735, 2241), (362, 127)]",6,145,224
er_pretest_watrin_952.png,"[(422, 2242), (502, 2321), (904, 2241), (502, 2162), (741, 2163), (542, 124)]",6,167,232
er_pretest_watrin_953.png,"[(731, 2231), (328, 2153), (411, 2233), (895, 2153), (338, 113), (250, 2312)]",6,165,218
er_pretest_watrin_954.png,"[(727, 2151), (727, 2231), (245, 2151), (485, 2312), (407, 2229), (380, 113)]",6,163,215
er_pretest_watrin_956.png,"[(740, 2159), (418, 2240), (901, 2237), (499, 2161), (383, 122), (502, 2319)]",6,167,225
normalization_posttest_lab_1001.png,"[(361, 200), (352, 2092), (646, 2019), (283, 2164), (352, 2020), (574, 2092), (1235, 199)]",7,125,185
normalization_posttest_lab_1003.png,"[(590, 2019), (736, 2091), (297, 2019), (225, 2163), (313, 200), (299, 2093)]",6,75,129
